5,0.04691600799560547

6,0.08155345916748047

7,0.20811223983764648

8,0.34462976455688477

9,0.7137844562530518

10,1.040560007095337

11,1.905437707901001

12,2.6613736152648926

13,4.082363605499268

14,5.695858955383301

15,8.156209230422974

16,11.635705471038818

17,14.022246837615967

18,18.353814601898193

19,21.81043529510498

20,29.307912349700928

21,38.156835317611694

22,42.73321986198425

23,51.09069108963013

24,103.40602898597717

25,119.87780857086182

26,148.29408812522888

27,170.6926350593567

28,264.2497124671936

